Compound,SMILES,RT,Signal,Concentration,Concentration_sample,Type,ISTD_response,Sample_type,Sample_name,mz,MW,IC
Clomazon_139_p,N1(C(C(C)(C)CO1)=O)Cc1c(cccc1)Cl,19.1,2163622,NA,5.869,Target Compound,20021487,Unknown,LUQ02_spike_10ng/L,240.0786,239.698,151.33217788457054
Clomazon_139_p,N1(C(C(C)(C)CO1)=O)Cc1c(cccc1)Cl,19.1,8405800,NA,7.621999999999999,Target Compound,60145455,Unknown,AGG21_spike_10 ng/L,240.0786,239.698,151.33217788457054
Clomazon_139_p,N1(C(C(C)(C)CO1)=O)Cc1c(cccc1)Cl,19.1,7992990,NA,7.691,Target Compound,56690530,Unknown,GEQ01_spike_10 ng/L,240.0786,239.698,151.33217788457054
Clomazon_139_p,N1(C(C(C)(C)CO1)=O)Cc1c(cccc1)Cl,19.1,7933699,NA,74.74900000000001,Target Compound,5862742,Unknown,BLG09_spike_100 ng/L,240.0786,239.698,151.33217788457054
Clomazon_139_p,N1(C(C(C)(C)CO1)=O)Cc1c(cccc1)Cl,19.1,49639742,NA,62.303999999999995,Target Compound,43996093,Unknown,NTG38_spike_100 ng/L,240.0786,239.698,151.33217788457054
Clomazon_139_p,N1(C(C(C)(C)CO1)=O)Cc1c(cccc1)Cl,19.1,56213330,NA,76.498,Target Compound,40591397,Unknown,VDG20_spike_100_ng/L,240.0786,239.698,151.33217788457054
Clomazon_139_p,N1(C(C(C)(C)CO1)=O)Cc1c(cccc1)Cl,19.1,111046059,NA,83.13499999999999,Target Compound,73792114,Unknown,BEG115_Ewigkeitsprobe_spiked_frozen,240.0786,239.698,151.33217788457054
Clomazon_139_p,N1(C(C(C)(C)CO1)=O)Cc1c(cccc1)Cl,19.1,86917944,NA,77.245,Target Compound,62156650,Unknown,BEG115_ Ewigkeitsprobe_ freshly_spiked,240.0786,239.698,151.33217788457054
Clomazon_139_p,N1(C(C(C)(C)CO1)=O)Cc1c(cccc1)Cl,19.1,1089790,NA,0.126,Target Compound,256587226,Matrix Blank,Blind_4a_(nanopur_fresh),240.0786,239.698,151.33217788457054
Clomazon_139_p,N1(C(C(C)(C)CO1)=O)Cc1c(cccc1)Cl,19.1,546356,NA,-0.005,Target Compound,291329814,Matrix Blank,Blind_4b_(nanopur_fresh),240.0786,239.698,151.33217788457054
Clomazon_139_p,N1(C(C(C)(C)CO1)=O)Cc1c(cccc1)Cl,19.1,374318,NA,-0.04,Target Compound,303012753,Matrix Blank,Blind_4c_(nanopur_fresh),240.0786,239.698,151.33217788457054
Clomazon_139_p,N1(C(C(C)(C)CO1)=O)Cc1c(cccc1)Cl,19.1,1037638,0.1,0.126,Target Compound,244829554,Cal Std,STD_14_(0.1_ng/L),240.0786,239.698,151.33217788457054
Clomazon_139_p,N1(C(C(C)(C)CO1)=O)Cc1c(cccc1)Cl,19.1,1560494,0.5,0.396,Target Compound,171006468,Cal Std,STD_15_(0.5_ng/L),240.0786,239.698,151.33217788457054
Clomazon_139_p,N1(C(C(C)(C)CO1)=O)Cc1c(cccc1)Cl,19.1,4400453,1,1.008,Target Compound,218030943,Cal Std,STD_16_(1_ng/L),240.0786,239.698,151.33217788457054
Clomazon_139_p,N1(C(C(C)(C)CO1)=O)Cc1c(cccc1)Cl,19.1,19431591,5,4.263999999999999,Target Compound,245831542,Cal Std,STD_17_ (5_ng/L),240.0786,239.698,151.33217788457054
Clomazon_139_p,N1(C(C(C)(C)CO1)=O)Cc1c(cccc1)Cl,19.1,45745512,10,8.739999999999998,Target Compound,285966511,Cal Std,STD_18_(10_ng/L),240.0786,239.698,151.33217788457054
Clomazon_139_p,N1(C(C(C)(C)CO1)=O)Cc1c(cccc1)Cl,19.1,102394536,25,22.552,Target Compound,249954048,Cal Std,STD_19_(25_ng/L),240.0786,239.698,151.33217788457054
Clomazon_139_p,N1(C(C(C)(C)CO1)=O)Cc1c(cccc1)Cl,19.1,174703691,50,45.585,Target Compound,211498286,Cal Std,STD_20_(50_ng/L),240.0786,239.698,151.33217788457054
Clomazon_139_p,N1(C(C(C)(C)CO1)=O)Cc1c(cccc1)Cl,19.1,330511317,100,87.835,Target Compound,207893128,Cal Std,STD_21_(100_ng/L),240.0786,239.698,151.33217788457054
Clomazon_139_p,N1(C(C(C)(C)CO1)=O)Cc1c(cccc1)Cl,19.1,793973343,250,226.43800000000002,Target Compound,193868879,Cal Std,STD_22_(250_ng/L),240.0786,239.698,151.33217788457054
Clomazon_139_p,N1(C(C(C)(C)CO1)=O)Cc1c(cccc1)Cl,19.1,1477467668,500,462.171,Target Compound,176796236,Cal Std,STD_23_(500_ng/L),240.0786,239.698,151.33217788457054
Clomazon_139_p,N1(C(C(C)(C)CO1)=O)Cc1c(cccc1)Cl,19.1,NA,1000,923.594,Target Compound,131670084,Cal Std,STD_24_(1000_ng/L),240.0786,239.698,151.33217788457054
Clopidogrel Carbonsaeure_2854_p,Clc1ccccc1C(N3Cc2c(scc2)CC3)C(=O)O,15,895064,0.5,0.509,Target Compound,115057239,Cal Std,STD2(0.5ng/L),308.0507,307.795,164.25135086459693
Clopidogrel Carbonsaeure_2854_p,Clc1ccccc1C(N3Cc2c(scc2)CC3)C(=O)O,15,2600221,1,0.995,Target Compound,130534943,Cal Std,STD3(1ng/L),308.0507,307.795,164.25135086459693
Clopidogrel Carbonsaeure_2854_p,Clc1ccccc1C(N3Cc2c(scc2)CC3)C(=O)O,15,11314351,5,4.247,Target Compound,111879806,Cal Std,STD4(5ng/L),308.0507,307.795,164.25135086459693
Clopidogrel Carbonsaeure_2854_p,Clc1ccccc1C(N3Cc2c(scc2)CC3)C(=O)O,15,25919920,10,8.392000000000001,Target Compound,126639082,Cal Std,STD5(10ng/L),308.0507,307.795,164.25135086459693
Clopidogrel Carbonsaeure_2854_p,Clc1ccccc1C(N3Cc2c(scc2)CC3)C(=O)O,15,63159953,25,21.729,Target Compound,117440508,Cal Std,STD6(25ng/L),308.0507,307.795,164.25135086459693
Clopidogrel Carbonsaeure_2854_p,Clc1ccccc1C(N3Cc2c(scc2)CC3)C(=O)O,15,119056370,50,44.1,Target Compound,108568753,Cal Std,STD7(50ng/L),308.0507,307.795,164.25135086459693
Clopidogrel Carbonsaeure_2854_p,Clc1ccccc1C(N3Cc2c(scc2)CC3)C(=O)O,15,232451377,100,88.785,Target Compound,105051680,Cal Std,STD8(100ng/L),308.0507,307.795,164.25135086459693
Clopidogrel Carbonsaeure_2854_p,Clc1ccccc1C(N3Cc2c(scc2)CC3)C(=O)O,15,500516317,250,241.184,Target Compound,83151126,Cal Std,STD9(250ng/L),308.0507,307.795,164.25135086459693
Clopidogrel Carbonsaeure_2854_p,Clc1ccccc1C(N3Cc2c(scc2)CC3)C(=O)O,15,900494285,500,486.203,Target Compound,74179227,Cal Std,STD10(500ng/L),308.0507,307.795,164.25135086459693
Clopidogrel Carbonsaeure_2854_p,Clc1ccccc1C(N3Cc2c(scc2)CC3)C(=O)O,15,1431743106,1000,1165.736,Target Compound,49179075,Cal Std,STD11(1000ng/L),308.0507,307.795,164.25135086459693
Clopidogrel Carbonsaeure_2854_p,Clc1ccccc1C(N3Cc2c(scc2)CC3)C(=O)O,15,60932,NA,0.21500000000000002,Target Compound,143244280,Matrix Blank,Blind2b,308.0507,307.795,164.25135086459693
Clopidogrel Carbonsaeure_2854_p,Clc1ccccc1C(N3Cc2c(scc2)CC3)C(=O)O,15,37033092,NA,8.558,Target Compound,177337354,Cal Std,STD12(10ng/L),308.0507,307.795,164.25135086459693
Clopidogrel Carbonsaeure_2854_p,Clc1ccccc1C(N3Cc2c(scc2)CC3)C(=O)O,15,37036221,NA,8.857000000000001,Target Compound,171228162,Cal Std,STD13(10ng/L),308.0507,307.795,164.25135086459693
Clopidogrel Carbonsaeure_2854_p,Clc1ccccc1C(N3Cc2c(scc2)CC3)C(=O)O,15,5956379,NA,8.322000000000001,Target Compound,29351468,Unknown,LUQ02_spike_10ng/L,308.0507,307.795,164.25135086459693
Clopidogrel Carbonsaeure_2854_p,Clc1ccccc1C(N3Cc2c(scc2)CC3)C(=O)O,15,10589911,NA,8.370000000000001,Target Compound,51877904,Unknown,AGG21_spike_10 ng/L,308.0507,307.795,164.25135086459693
Clopidogrel Carbonsaeure_2854_p,Clc1ccccc1C(N3Cc2c(scc2)CC3)C(=O)O,15,12790360,NA,8.875000000000002,Target Compound,59009977,Unknown,GEQ01_spike_10 ng/L,308.0507,307.795,164.25135086459693
Clopidogrel Carbonsaeure_2854_p,Clc1ccccc1C(N3Cc2c(scc2)CC3)C(=O)O,15,17220215,NA,90.21100000000001,Target Compound,7659046,Unknown,BLG09_spike_100 ng/L,308.0507,307.795,164.25135086459693
Clopidogrel Carbonsaeure_2854_p,Clc1ccccc1C(N3Cc2c(scc2)CC3)C(=O)O,15,55786216,NA,88.311,Target Compound,25346935,Unknown,NTG38_spike_100 ng/L,308.0507,307.795,164.25135086459693
Clopidogrel Carbonsaeure_2854_p,Clc1ccccc1C(N3Cc2c(scc2)CC3)C(=O)O,15,60951905,NA,90.512,Target Compound,27019122,Unknown,VDG20_spike_100_ng/L,308.0507,307.795,164.25135086459693
Clopidogrel Carbonsaeure_2854_p,Clc1ccccc1C(N3Cc2c(scc2)CC3)C(=O)O,15,87931278,NA,88.395,Target Compound,39914563,Unknown,BEG115_Ewigkeitsprobe_spiked_frozen,308.0507,307.795,164.25135086459693
Clopidogrel Carbonsaeure_2854_p,Clc1ccccc1C(N3Cc2c(scc2)CC3)C(=O)O,15,108797292,NA,87.438,Target Compound,49928031,Unknown,BEG115_ Ewigkeitsprobe_ freshly_spiked,308.0507,307.795,164.25135086459693
Clopidogrel Carbonsaeure_2854_p,Clc1ccccc1C(N3Cc2c(scc2)CC3)C(=O)O,15,168590,0.1,0.23800000000000002,Target Compound,166359737,Cal Std,STD_14_(0.1_ng/L),308.0507,307.795,164.25135086459693
Clopidogrel Carbonsaeure_2854_p,Clc1ccccc1C(N3Cc2c(scc2)CC3)C(=O)O,15,1267575,0.5,0.585,Target Compound,131192640,Cal Std,STD_15_(0.5_ng/L),308.0507,307.795,164.25135086459693
Clopidogrel Carbonsaeure_2854_p,Clc1ccccc1C(N3Cc2c(scc2)CC3)C(=O)O,15,3078331,1,0.891,Target Compound,177813678,Cal Std,STD_16_(1_ng/L),308.0507,307.795,164.25135086459693
Clopidogrel Carbonsaeure_2854_p,Clc1ccccc1C(N3Cc2c(scc2)CC3)C(=O)O,15,14290651,5,4.177,Target Compound,143772119,Cal Std,STD_17_ (5_ng/L),308.0507,307.795,164.25135086459693
Clopidogrel Carbonsaeure_2854_p,Clc1ccccc1C(N3Cc2c(scc2)CC3)C(=O)O,15,33992333,10,8.229999999999999,Target Compound,169436663,Cal Std,STD_18_(10_ng/L),308.0507,307.795,164.25135086459693
Clopidogrel Carbonsaeure_2854_p,Clc1ccccc1C(N3Cc2c(scc2)CC3)C(=O)O,15,87556624,25,21.419,Target Compound,165180090,Cal Std,STD_19_(25_ng/L),308.0507,307.795,164.25135086459693
Clopidogrel Carbonsaeure_2854_p,Clc1ccccc1C(N3Cc2c(scc2)CC3)C(=O)O,15,144969789,50,43.986999999999995,Target Compound,132541210,Cal Std,STD_20_(50_ng/L),308.0507,307.795,164.25135086459693
Clopidogrel Carbonsaeure_2854_p,Clc1ccccc1C(N3Cc2c(scc2)CC3)C(=O)O,15,294114253,100,87.548,Target Compound,134800705,Cal Std,STD_21_(100_ng/L),308.0507,307.795,164.25135086459693
Clopidogrel Carbonsaeure_2854_p,Clc1ccccc1C(N3Cc2c(scc2)CC3)C(=O)O,15,676237284,250,236.634,Target Compound,114505465,Cal Std,STD_22_(250_ng/L),308.0507,307.795,164.25135086459693
Clopidogrel Carbonsaeure_2854_p,Clc1ccccc1C(N3Cc2c(scc2)CC3)C(=O)O,15,1291838702,500,477.275,Target Compound,108408024,Cal Std,STD_23_(500_ng/L),308.0507,307.795,164.25135086459693
Clopidogrel Carbonsaeure_2854_p,Clc1ccccc1C(N3Cc2c(scc2)CC3)C(=O)O,15,NA,1000,940.235,Target Compound,92373165,Cal Std,STD_24_(1000_ng/L),308.0507,307.795,164.25135086459693
Cocaine_2817_p,[C@H]1([C@@H]2N([C@@H](C[C@@H]1OC(=O)c1ccccc1)CC2)C)C(=O)OC,12.7,750154,0.1,0.137,Target Compound,681461895,Cal Std,STD1(0.1ng/L),304.1543,303.353,121.71002961398854
Cocaine_2817_p,[C@H]1([C@@H]2N([C@@H](C[C@@H]1OC(=O)c1ccccc1)CC2)C)C(=O)OC,12.7,3420655,0.5,0.534,Target Compound,615206280,Cal Std,STD2(0.5ng/L),304.1543,303.353,121.71002961398854
Cocaine_2817_p,[C@H]1([C@@H]2N([C@@H](C[C@@H]1OC(=O)c1ccccc1)CC2)C)C(=O)OC,12.7,8412258,1,1.003,Target Compound,776009361,Cal Std,STD3(1ng/L),304.1543,303.353,121.71002961398854
Cocaine_2817_p,[C@H]1([C@@H]2N([C@@H](C[C@@H]1OC(=O)c1ccccc1)CC2)C)C(=O)OC,12.7,35032182,5,4.646,Target Compound,676371517,Cal Std,STD4(5ng/L),304.1543,303.353,121.71002961398854
Cocaine_2817_p,[C@H]1([C@@H]2N([C@@H](C[C@@H]1OC(=O)c1ccccc1)CC2)C)C(=O)OC,12.7,80768150,10,9.427999999999999,Target Compound,765121730,Cal Std,STD5(10ng/L),304.1543,303.353,121.71002961398854
Cocaine_2817_p,[C@H]1([C@@H]2N([C@@H](C[C@@H]1OC(=O)c1ccccc1)CC2)C)C(=O)OC,12.7,197718560,25,23.727999999999998,Target Compound,742354603,Cal Std,STD6(25ng/L),304.1543,303.353,121.71002961398854
Cocaine_2817_p,[C@H]1([C@@H]2N([C@@H](C[C@@H]1OC(=O)c1ccccc1)CC2)C)C(=O)OC,12.7,296640076,50,48.007,Target Compound,550030269,Cal Std,STD7(50ng/L),304.1543,303.353,121.71002961398854
Cocaine_2817_p,[C@H]1([C@@H]2N([C@@H](C[C@@H]1OC(=O)c1ccccc1)CC2)C)C(=O)OC,12.7,694025673,100,92.427,Target Compound,668139269,Cal Std,STD8(100ng/L),304.1543,303.353,121.71002961398854
Cocaine_2817_p,[C@H]1([C@@H]2N([C@@H](C[C@@H]1OC(=O)c1ccccc1)CC2)C)C(=O)OC,12.7,1314986279,250,243.151,Target Compound,481083699,Cal Std,STD9(250ng/L),304.1543,303.353,121.71002961398854
Cocaine_2817_p,[C@H]1([C@@H]2N([C@@H](C[C@@H]1OC(=O)c1ccccc1)CC2)C)C(=O)OC,12.7,NA,500,496.862,Target Compound,454114078,Cal Std,STD10(500ng/L),304.1543,303.353,121.71002961398854
Cocaine_2817_p,[C@H]1([C@@H]2N([C@@H](C[C@@H]1OC(=O)c1ccccc1)CC2)C)C(=O)OC,12.7,NA,1000,1018.489,Target Compound,365104966,Cal Std,STD11(1000ng/L),304.1543,303.353,121.71002961398854
Cocaine_2817_p,[C@H]1([C@@H]2N([C@@H](C[C@@H]1OC(=O)c1ccccc1)CC2)C)C(=O)OC,12.7,372509,NA,NA,Target Compound,NA,Solvent,BlankA,304.1543,303.353,121.71002961398854
Cocaine_2817_p,[C@H]1([C@@H]2N([C@@H](C[C@@H]1OC(=O)c1ccccc1)CC2)C)C(=O)OC,12.7,144735,NA,NA,Target Compound,NA,Solvent,BlankB,304.1543,303.353,121.71002961398854
Cocaine_2817_p,[C@H]1([C@@H]2N([C@@H](C[C@@H]1OC(=O)c1ccccc1)CC2)C)C(=O)OC,12.7,1185579,NA,0.24300000000000002,Target Compound,517024181,Matrix Blank,Blind1b,304.1543,303.353,121.71002961398854
Cocaine_2817_p,[C@H]1([C@@H]2N([C@@H](C[C@@H]1OC(=O)c1ccccc1)CC2)C)C(=O)OC,12.7,166611,NA,0.07100000000000001,Target Compound,462084405,Matrix Blank,Blind2a,304.1543,303.353,121.71002961398854
Cocaine_2817_p,[C@H]1([C@@H]2N([C@@H](C[C@@H]1OC(=O)c1ccccc1)CC2)C)C(=O)OC,12.7,1858226,NA,0.53,Target Compound,336702535,Matrix Blank,Blind2b,304.1543,303.353,121.71002961398854
Cocaine_2817_p,[C@H]1([C@@H]2N([C@@H](C[C@@H]1OC(=O)c1ccccc1)CC2)C)C(=O)OC,12.7,76134057,NA,9.195,Target Compound,739564711,Cal Std,STD12(10ng/L),304.1543,303.353,121.71002961398854
Cocaine_2817_p,[C@H]1([C@@H]2N([C@@H](C[C@@H]1OC(=O)c1ccccc1)CC2)C)C(=O)OC,12.7,67963114,NA,9.279,Target Compound,654232604,Cal Std,STD13(10ng/L),304.1543,303.353,121.71002961398854
Cocaine_2817_p,[C@H]1([C@@H]2N([C@@H](C[C@@H]1OC(=O)c1ccccc1)CC2)C)C(=O)OC,12.7,3390634,NA,12.287999999999998,Target Compound,24620909,Unknown,LUQ02_spike_10ng/L,304.1543,303.353,121.71002961398854
Cocaine_2817_p,[C@H]1([C@@H]2N([C@@H](C[C@@H]1OC(=O)c1ccccc1)CC2)C)C(=O)OC,12.7,2629375,NA,12.187999999999999,Target Compound,19250460,Unknown,AGG21_spike_10 ng/L,304.1543,303.353,121.71002961398854
Cocaine_2817_p,[C@H]1([C@@H]2N([C@@H](C[C@@H]1OC(=O)c1ccccc1)CC2)C)C(=O)OC,12.7,13793126,NA,10.363000000000001,Target Compound,118831669,Unknown,GEQ01_spike_10 ng/L,304.1543,303.353,121.71002961398854
Cocaine_2817_p,[C@H]1([C@@H]2N([C@@H](C[C@@H]1OC(=O)c1ccccc1)CC2)C)C(=O)OC,12.7,7845146,NA,94.90400000000001,Target Compound,7355337,Unknown,BLG09_spike_100 ng/L,304.1543,303.353,121.71002961398854
Cocaine_2817_p,[C@H]1([C@@H]2N([C@@H](C[C@@H]1OC(=O)c1ccccc1)CC2)C)C(=O)OC,12.7,20876412,NA,107.163,Target Compound,17333116,Unknown,NTG38_spike_100 ng/L,304.1543,303.353,121.71002961398854
Cocaine_2817_p,[C@H]1([C@@H]2N([C@@H](C[C@@H]1OC(=O)c1ccccc1)CC2)C)C(=O)OC,12.7,52158512,NA,92.86999999999999,Target Compound,49973192,Unknown,VDG20_spike_100_ng/L,304.1543,303.353,121.71002961398854
Cocaine_2817_p,[C@H]1([C@@H]2N([C@@H](C[C@@H]1OC(=O)c1ccccc1)CC2)C)C(=O)OC,12.7,22838020,NA,65.03,Target Compound,31254507,Unknown,BEG115_Ewigkeitsprobe_spiked_frozen,304.1543,303.353,121.71002961398854
Cocaine_2817_p,[C@H]1([C@@H]2N([C@@H](C[C@@H]1OC(=O)c1ccccc1)CC2)C)C(=O)OC,12.7,52163581,NA,98.191,Target Compound,47268854,Unknown,BEG115_ Ewigkeitsprobe_ freshly_spiked,304.1543,303.353,121.71002961398854
Cocaine_2817_p,[C@H]1([C@@H]2N([C@@H](C[C@@H]1OC(=O)c1ccccc1)CC2)C)C(=O)OC,12.7,532860,0.1,0.14600000000000002,Target Compound,444544074,Cal Std,STD_14_(0.1_ng/L),304.1543,303.353,121.71002961398854
Cocaine_2817_p,[C@H]1([C@@H]2N([C@@H](C[C@@H]1OC(=O)c1ccccc1)CC2)C)C(=O)OC,12.7,1563843,0.5,0.501,Target Compound,300874708,Cal Std,STD_15_(0.5_ng/L),304.1543,303.353,121.71002961398854
Cocaine_2817_p,[C@H]1([C@@H]2N([C@@H](C[C@@H]1OC(=O)c1ccccc1)CC2)C)C(=O)OC,12.7,3108302,1,0.8690000000000001,Target Compound,333233866,Cal Std,STD_16_(1_ng/L),304.1543,303.353,121.71002961398854
Cocaine_2817_p,[C@H]1([C@@H]2N([C@@H](C[C@@H]1OC(=O)c1ccccc1)CC2)C)C(=O)OC,12.7,21247349,5,4.675,Target Compound,407622548,Cal Std,STD_17_ (5_ng/L),304.1543,303.353,121.71002961398854
Cocaine_2817_p,[C@H]1([C@@H]2N([C@@H](C[C@@H]1OC(=O)c1ccccc1)CC2)C)C(=O)OC,12.7,47830213,10,8.689,Target Compound,491798939,Cal Std,STD_18_(10_ng/L),304.1543,303.353,121.71002961398854
Cocaine_2817_p,[C@H]1([C@@H]2N([C@@H](C[C@@H]1OC(=O)c1ccccc1)CC2)C)C(=O)OC,12.7,99920717,25,22.344,Target Compound,398434201,Cal Std,STD_19_(25_ng/L),304.1543,303.353,121.71002961398854
Cocaine_2817_p,[C@H]1([C@@H]2N([C@@H](C[C@@H]1OC(=O)c1ccccc1)CC2)C)C(=O)OC,12.7,202285540,50,46.800999999999995,Target Compound,384746923,Cal Std,STD_20_(50_ng/L),304.1543,303.353,121.71002961398854
Cocaine_2817_p,[C@H]1([C@@H]2N([C@@H](C[C@@H]1OC(=O)c1ccccc1)CC2)C)C(=O)OC,12.7,401745635,100,87.606,Target Compound,408051465,Cal Std,STD_21_(100_ng/L),304.1543,303.353,121.71002961398854
Cocaine_2817_p,[C@H]1([C@@H]2N([C@@H](C[C@@H]1OC(=O)c1ccccc1)CC2)C)C(=O)OC,12.7,918948804,250,253.47299999999998,Target Compound,322501751,Cal Std,STD_22_(250_ng/L),304.1543,303.353,121.71002961398854
Cocaine_2817_p,[C@H]1([C@@H]2N([C@@H](C[C@@H]1OC(=O)c1ccccc1)CC2)C)C(=O)OC,12.7,1882012500,500,494.353,Target Compound,338630086,Cal Std,STD_23_(500_ng/L),304.1543,303.353,121.71002961398854
Cocaine_2817_p,[C@H]1([C@@H]2N([C@@H](C[C@@H]1OC(=O)c1ccccc1)CC2)C)C(=O)OC,12.7,NA,1000,1025.328,Target Compound,304433760,Cal Std,STD_24_(1000_ng/L),304.1543,303.353,121.71002961398854
Codein_2780_p,c12c3c(ccc1C[C@@H]1[C@@H]4C=C[C@@H]([C@@H](O3)[C@@]24CC[N@]1C)O)OC,9.6,195481,0.1,0.053000000000000005,Target Compound,203936802,Cal Std,STD1(0.1ng/L),300.1594,299.364,122.81900197533203
Codein_2780_p,c12c3c(ccc1C[C@@H]1[C@@H]4C=C[C@@H]([C@@H](O3)[C@@]24CC[N@]1C)O)OC,9.6,1435781,0.5,0.609,Target Compound,171784120,Cal Std,STD2(0.5ng/L),300.1594,299.364,122.81900197533203
Codein_2780_p,c12c3c(ccc1C[C@@H]1[C@@H]4C=C[C@@H]([C@@H](O3)[C@@]24CC[N@]1C)O)OC,9.6,3082568,1,1.089,Target Compound,209078305,Cal Std,STD3(1ng/L),300.1594,299.364,122.81900197533203
Codein_2780_p,c12c3c(ccc1C[C@@H]1[C@@H]4C=C[C@@H]([C@@H](O3)[C@@]24CC[N@]1C)O)OC,9.6,14541044,5,6.068,Target Compound,179567440,Cal Std,STD4(5ng/L),300.1594,299.364,122.81900197533203
Codein_2780_p,c12c3c(ccc1C[C@@H]1[C@@H]4C=C[C@@H]([C@@H](O3)[C@@]24CC[N@]1C)O)OC,9.6,31647583,10,11.709,Target Compound,202833176,Cal Std,STD5(10ng/L),300.1594,299.364,122.81900197533203
Codein_2780_p,c12c3c(ccc1C[C@@H]1[C@@H]4C=C[C@@H]([C@@H](O3)[C@@]24CC[N@]1C)O)OC,9.6,71148924,25,29.491,Target Compound,181227103,Cal Std,STD6(25ng/L),300.1594,299.364,122.81900197533203
Codein_2780_p,c12c3c(ccc1C[C@@H]1[C@@H]4C=C[C@@H]([C@@H](O3)[C@@]24CC[N@]1C)O)OC,9.6,127682165,50,58.69500000000001,Target Compound,163461851,Cal Std,STD7(50ng/L),300.1594,299.364,122.81900197533203
Codein_2780_p,c12c3c(ccc1C[C@@H]1[C@@H]4C=C[C@@H]([C@@H](O3)[C@@]24CC[N@]1C)O)OC,9.6,236403687,100,101.18199999999999,Target Compound,175589835,Cal Std,STD8(100ng/L),300.1594,299.364,122.81900197533203
Codein_2780_p,c12c3c(ccc1C[C@@H]1[C@@H]4C=C[C@@H]([C@@H](O3)[C@@]24CC[N@]1C)O)OC,9.6,503567306,250,271.205,Target Compound,139559732,Cal Std,STD9(250ng/L),300.1594,299.364,122.81900197533203
Codein_2780_p,c12c3c(ccc1C[C@@H]1[C@@H]4C=C[C@@H]([C@@H](O3)[C@@]24CC[N@]1C)O)OC,9.6,991416525,500,499.247,Target Compound,149264266,Cal Std,STD10(500ng/L),300.1594,299.364,122.81900197533203
Codein_2780_p,c12c3c(ccc1C[C@@H]1[C@@H]4C=C[C@@H]([C@@H](O3)[C@@]24CC[N@]1C)O)OC,9.6,1765743546,1000,1032.3739999999998,Target Compound,128562550,Cal Std,STD11(1000ng/L),300.1594,299.364,122.81900197533203
Codein_2780_p,c12c3c(ccc1C[C@@H]1[C@@H]4C=C[C@@H]([C@@H](O3)[C@@]24CC[N@]1C)O)OC,9.6,329965,NA,0.196,Target Compound,115288976,Matrix Blank,Blind2b,300.1594,299.364,122.81900197533203
Codein_2780_p,c12c3c(ccc1C[C@@H]1[C@@H]4C=C[C@@H]([C@@H](O3)[C@@]24CC[N@]1C)O)OC,9.6,28950601,NA,12.12,Target Compound,179257520,Cal Std,STD12(10ng/L),300.1594,299.364,122.81900197533203
Codein_2780_p,c12c3c(ccc1C[C@@H]1[C@@H]4C=C[C@@H]([C@@H](O3)[C@@]24CC[N@]1C)O)OC,9.6,28185366,NA,12.02,Target Compound,175967963,Cal Std,STD13(10ng/L),300.1594,299.364,122.81900197533203
Codein_2780_p,c12c3c(ccc1C[C@@H]1[C@@H]4C=C[C@@H]([C@@H](O3)[C@@]24CC[N@]1C)O)OC,9.6,4356929,NA,9.983,Target Compound,32743301,Unknown,LUQ02_spike_10ng/L,300.1594,299.364,122.81900197533203
Codein_2780_p,c12c3c(ccc1C[C@@H]1[C@@H]4C=C[C@@H]([C@@H](O3)[C@@]24CC[N@]1C)O)OC,9.6,6059364,NA,10.586,Target Compound,42947231,Unknown,AGG21_spike_10 ng/L,300.1594,299.364,122.81900197533203
Codein_2780_p,c12c3c(ccc1C[C@@H]1[C@@H]4C=C[C@@H]([C@@H](O3)[C@@]24CC[N@]1C)O)OC,9.6,5012811,NA,11.25,Target Compound,33436850,Unknown,GEQ01_spike_10 ng/L,300.1594,299.364,122.81900197533203
Codein_2780_p,c12c3c(ccc1C[C@@H]1[C@@H]4C=C[C@@H]([C@@H](O3)[C@@]24CC[N@]1C)O)OC,9.6,11434615,NA,107.007,Target Compound,8030854,Unknown,BLG09_spike_100 ng/L,300.1594,299.364,122.81900197533203
Codein_2780_p,c12c3c(ccc1C[C@@H]1[C@@H]4C=C[C@@H]([C@@H](O3)[C@@]24CC[N@]1C)O)OC,9.6,39036612,NA,112.892,Target Compound,25987560,Unknown,NTG38_spike_100 ng/L,300.1594,299.364,122.81900197533203
Codein_2780_p,c12c3c(ccc1C[C@@H]1[C@@H]4C=C[C@@H]([C@@H](O3)[C@@]24CC[N@]1C)O)OC,9.6,39370128,NA,116.30799999999999,Target Compound,25439938,Unknown,VDG20_spike_100_ng/L,300.1594,299.364,122.81900197533203
Codein_2780_p,c12c3c(ccc1C[C@@H]1[C@@H]4C=C[C@@H]([C@@H](O3)[C@@]24CC[N@]1C)O)OC,9.6,47162104,NA,107.818,Target Compound,32874182,Unknown,BEG115_Ewigkeitsprobe_spiked_frozen,300.1594,299.364,122.81900197533203
Codein_2780_p,c12c3c(ccc1C[C@@H]1[C@@H]4C=C[C@@H]([C@@H](O3)[C@@]24CC[N@]1C)O)OC,9.6,64896088,NA,113.009,Target Compound,43158225,Unknown,BEG115_ Ewigkeitsprobe_ freshly_spiked,300.1594,299.364,122.81900197533203
Codein_2780_p,c12c3c(ccc1C[C@@H]1[C@@H]4C=C[C@@H]([C@@H](O3)[C@@]24CC[N@]1C)O)OC,9.6,141977,0.1,0.046,Target Compound,162358994,Cal Std,STD_14_(0.1_ng/L),300.1594,299.364,122.81900197533203
